,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1359,28,7,2,1,0,168,0,0,0,1,6,347,3,140,2,2,1
1360,34,2,1,1,0,-139,1,1,2,27,8,492,2,-1,0,3,0
1361,31,1,1,3,0,-120,1,0,0,3,3,100,3,201,2,0,0
1362,49,9,1,1,0,12531,0,0,0,13,1,77,8,-1,0,3,0
1363,36,1,2,2,0,1830,0,0,0,14,10,183,1,91,11,0,0
1364,36,4,1,2,0,9324,1,0,0,30,7,138,8,-1,0,3,0
1365,40,9,1,1,0,697,0,0,0,24,6,220,2,219,2,1,0
1366,34,1,1,1,0,518,1,0,0,11,8,206,1,-1,0,3,0
1367,38,0,1,2,0,605,0,0,0,18,9,147,2,-1,0,3,0
1368,28,2,1,3,0,1034,0,0,0,29,4,113,1,-1,0,3,0
1369,38,9,2,1,0,4366,1,0,0,29,5,188,2,-1,0,3,0
1370,28,1,1,1,0,4287,0,0,0,30,0,171,1,-1,0,3,0
1371,31,0,2,1,0,5527,1,0,2,21,8,132,1,-1,0,3,0
1372,38,9,1,1,0,994,0,0,2,9,6,119,1,-1,0,3,0
1373,41,4,1,2,0,437,1,0,2,3,6,14,21,-1,0,3,0
1374,32,4,1,2,0,71,1,0,0,21,5,221,8,-1,0,3,0
1375,31,0,1,1,0,236,1,1,1,4,8,211,3,-1,0,3,0
1376,28,4,2,2,0,3238,1,0,2,19,8,7,1,-1,0,3,0
1377,56,5,1,1,0,3948,0,0,0,3,0,484,1,135,3,0,0
1378,48,4,1,2,0,0,0,0,0,28,1,16,16,-1,0,3,0
1379,52,5,2,1,0,316,0,0,0,12,8,463,3,-1,0,3,0
1380,53,7,0,1,0,-905,1,0,2,28,8,213,1,-1,0,3,0
1381,25,7,2,1,0,402,0,1,0,7,5,264,1,-1,0,3,0
1382,31,4,1,2,0,395,1,0,0,9,3,155,3,-1,0,3,0
1383,36,7,1,1,0,895,1,1,2,4,6,622,1,-1,0,3,0
1384,39,1,1,0,0,800,1,0,0,19,9,76,6,-1,0,3,0
1385,36,1,0,1,0,2843,0,0,0,12,3,473,1,182,1,2,0
1386,39,9,2,1,0,102,1,0,0,14,1,272,2,-1,0,3,0
1387,58,2,1,1,0,2,0,0,2,16,6,684,1,-1,0,3,0
1388,30,0,2,1,0,81,1,0,0,6,1,121,6,112,3,1,0
1389,38,6,1,1,0,279,1,0,2,28,8,110,5,-1,0,3,0
1390,35,7,1,1,0,109,1,0,2,6,8,597,3,-1,0,3,0
1391,27,0,2,1,0,15,0,1,0,21,5,177,1,-1,0,3,0
1392,38,2,1,2,0,0,1,0,0,18,9,185,3,-1,0,3,0
1393,46,2,1,1,0,757,0,0,2,16,6,382,3,-1,0,3,0
1394,66,5,1,1,0,4785,0,0,0,13,1,72,3,-1,0,3,0
1395,23,4,2,2,0,736,1,0,0,30,0,119,1,-1,0,3,0
1396,26,8,2,2,0,294,0,0,0,5,7,87,1,91,2,2,1
1397,41,4,1,2,0,72,1,0,2,7,8,764,3,-1,0,3,0
1398,36,9,0,2,0,1174,1,0,0,18,9,192,2,-1,0,3,0
1399,51,9,0,1,0,2323,1,1,0,18,1,151,10,-1,0,3,0
1400,33,2,1,1,0,-118,1,1,2,27,8,421,3,-1,0,3,0
1401,37,4,0,1,0,1287,1,0,0,14,8,432,1,-1,0,3,0
1402,50,6,1,1,0,1138,0,0,0,14,1,219,10,-1,0,3,0
1403,35,9,1,2,0,188,0,0,0,26,1,286,2,-1,0,3,0
1404,51,6,1,1,1,34,0,1,0,7,5,200,1,-1,0,3,0
1405,42,3,1,0,0,1,1,0,1,28,5,59,5,-1,0,3,0
1406,37,0,1,2,0,0,1,0,0,21,5,115,1,-1,0,3,0
1407,48,4,1,2,0,1147,0,0,0,5,1,389,1,64,2,2,1
1408,48,9,1,2,0,9207,0,0,0,18,1,445,3,-1,0,3,0
1409,31,10,1,1,0,296,1,0,2,20,8,378,3,-1,0,3,0
1410,34,4,2,2,0,0,0,0,0,5,3,71,1,-1,0,3,0
1411,77,5,1,0,0,680,0,0,1,24,3,513,2,89,7,0,0
1412,33,1,1,1,0,285,0,1,2,3,5,267,1,-1,0,3,0
1413,29,1,1,1,0,358,0,0,0,21,5,88,5,-1,0,3,0
1414,31,11,0,2,0,137,0,0,0,22,1,385,9,-1,0,3,0
1415,28,4,2,2,0,1351,0,0,0,10,2,267,1,-1,0,3,0
1416,48,9,2,2,0,-551,1,0,0,11,8,168,2,-1,0,3,0
1417,45,7,2,0,0,1893,1,0,2,3,6,1259,6,-1,0,3,1
1418,34,9,2,1,0,0,0,0,0,21,1,163,2,-1,0,3,0
1419,50,4,1,2,0,3463,0,1,0,28,10,96,1,-1,0,3,1
1420,77,5,1,2,0,7802,0,0,1,4,8,421,1,92,2,2,1
1421,56,3,0,0,1,1238,0,0,2,5,6,1558,1,-1,0,3,1
1422,37,7,2,1,0,105,0,1,2,17,6,260,4,-1,0,3,0
1423,33,4,2,2,0,99,0,0,0,8,5,159,1,-1,0,3,0
1424,55,5,1,1,0,4194,0,1,1,30,5,208,3,-1,0,3,0
1425,33,4,1,2,0,4,1,0,0,16,5,285,5,-1,0,3,0
1426,32,4,2,1,0,249,1,0,2,2,6,258,1,-1,0,3,0
1427,33,7,0,1,0,991,1,0,2,27,8,148,1,-1,0,3,0
1428,32,4,1,2,0,553,1,0,0,22,5,72,1,-1,0,3,0
1429,40,0,1,1,0,1327,1,1,2,26,8,76,2,-1,0,3,0
1430,36,9,2,2,0,40,0,0,0,26,1,359,3,-1,0,3,0
1431,50,0,1,1,0,231,1,0,0,21,9,397,2,-1,0,3,0
1432,31,7,2,1,0,1987,1,0,1,20,9,55,2,-1,0,3,0
1433,57,4,1,2,0,0,1,0,0,21,9,67,1,-1,0,3,0
1434,61,5,1,1,0,76,1,0,0,15,5,195,7,-1,0,3,0
1435,33,4,1,2,0,296,0,0,0,16,5,90,2,-1,0,3,0
1436,41,9,2,1,0,879,0,1,0,7,5,60,4,-1,0,3,0
1437,52,1,1,1,0,-98,1,0,2,7,8,423,1,-1,0,3,0
1438,27,0,0,1,0,76,1,0,2,4,6,236,1,-1,0,3,0
1439,47,2,1,2,0,459,1,0,0,29,5,189,4,-1,0,3,0
1440,45,9,2,2,0,0,1,0,0,18,9,139,2,-1,0,3,0
1441,42,2,1,2,0,157,1,1,2,7,8,650,1,-1,0,3,0
1442,52,4,1,1,0,428,1,0,2,30,8,153,1,-1,0,3,0
1443,32,4,2,2,0,12607,0,0,0,14,1,203,5,84,1,0,0
1444,41,1,1,0,0,293,1,1,0,7,8,102,1,-1,0,3,0
1445,38,9,1,2,0,45,0,0,0,22,5,125,4,-1,0,3,0
1446,41,9,1,1,0,2125,1,1,0,21,9,285,3,116,4,0,0
1447,70,5,1,0,0,3782,0,0,0,16,7,618,1,-1,0,3,0
1448,37,4,1,2,0,4039,0,1,0,25,5,106,2,-1,0,3,0
1449,70,5,1,2,0,15834,0,0,0,5,0,172,3,186,1,0,0
1450,34,9,1,2,0,1539,1,0,0,15,6,441,1,56,1,1,1
1451,31,6,1,2,0,1134,0,0,0,6,3,174,2,-1,0,3,0
1452,26,4,2,2,0,350,0,0,0,8,5,367,1,-1,0,3,0
1453,55,5,0,1,0,138,0,0,0,17,5,205,1,-1,0,3,0
1454,38,1,2,1,0,13156,1,0,0,17,0,291,4,331,1,0,0
1455,27,4,2,2,0,390,0,0,0,28,10,190,1,82,1,2,0
1456,37,6,1,2,0,137,0,0,0,13,1,244,6,-1,0,3,0
1457,25,1,2,0,0,-221,1,0,2,23,8,250,1,-1,0,3,0
1458,59,4,1,2,0,1881,0,0,0,19,9,456,2,-1,0,3,0
1459,39,4,2,1,0,835,1,0,2,29,8,587,4,-1,0,3,0
1460,48,9,1,1,0,1152,1,0,0,21,5,168,5,-1,0,3,0
1461,40,4,1,2,0,51,0,0,0,19,1,164,2,-1,0,3,0
1462,32,4,2,2,0,751,1,0,2,8,8,64,1,-1,0,3,0
1463,30,1,1,0,0,-336,0,0,0,10,5,128,6,-1,0,3,0
1464,39,1,1,0,0,385,1,0,2,16,8,225,4,-1,0,3,0
1465,31,7,1,1,0,338,1,0,0,28,4,155,1,-1,0,3,0
1466,31,4,1,2,0,1331,0,0,0,30,0,297,1,86,3,2,1
1467,50,2,1,1,0,806,1,1,0,7,8,141,8,297,2,1,0
1468,54,1,1,1,0,-932,1,0,2,7,8,799,1,-1,0,3,0
1469,32,7,2,1,0,182,1,0,0,6,8,145,1,-1,0,3,0
1470,47,4,1,2,0,-50,0,1,0,7,5,175,1,-1,0,3,0
1471,27,7,2,1,0,259,1,0,2,23,8,78,10,-1,0,3,0
1472,43,9,2,1,0,11269,0,0,2,29,8,92,1,-1,0,3,0
1473,58,4,1,2,0,2764,0,0,0,17,9,235,1,-1,0,3,0
1474,40,1,1,1,0,326,1,1,0,7,5,112,1,-1,0,3,0
1475,32,1,1,1,0,0,1,0,0,8,8,80,2,-1,0,3,0
1476,57,3,1,1,0,0,0,0,0,22,1,197,2,-1,0,3,0
1477,32,6,1,1,0,-33,1,0,2,28,8,234,3,-1,0,3,0
1478,38,9,2,1,0,258,0,1,2,20,6,587,2,-1,0,3,0
1479,33,8,2,3,0,5969,0,0,0,4,11,156,2,127,8,0,0
1480,36,4,1,1,0,1825,1,0,0,14,8,24,1,346,1,0,0
1481,39,7,1,1,0,0,1,0,0,8,8,503,1,-1,0,3,0
1482,49,9,1,3,0,323,1,0,0,18,9,41,2,-1,0,3,0
1483,35,3,0,1,0,39,0,0,0,31,5,149,2,-1,0,3,0
1484,38,7,1,1,0,1,0,1,0,21,9,152,2,-1,0,3,0
1485,34,9,1,2,0,544,1,1,0,18,9,58,2,-1,0,3,0
1486,36,1,1,1,0,-461,0,0,0,11,8,254,2,353,1,0,0
1487,41,1,1,0,0,389,1,0,2,16,6,87,6,-1,0,3,0
1488,32,6,1,2,0,189,1,0,2,6,6,106,2,-1,0,3,0
1489,53,5,1,2,0,-22,1,0,0,31,5,20,3,-1,0,3,0
1490,37,4,1,2,0,539,0,0,0,18,4,540,2,115,3,0,0
1491,34,4,2,2,0,2679,1,0,0,7,8,195,1,-1,0,3,0
1492,61,5,1,0,0,1060,1,0,2,13,8,118,1,-1,0,3,0
1493,49,9,1,1,0,1091,0,0,1,30,5,47,2,-1,0,3,0
1494,39,2,1,2,0,83,1,0,0,11,5,193,2,-1,0,3,0
1495,38,9,1,1,0,7696,1,0,0,20,9,386,2,-1,0,3,0
1496,64,5,1,0,0,43,0,0,0,11,7,117,1,91,1,2,0
1497,55,9,0,1,0,61,1,1,0,25,1,113,3,-1,0,3,0
1498,26,1,1,1,0,115,1,0,2,4,5,46,3,-1,0,3,0
1499,48,5,1,0,1,-285,0,1,0,19,9,157,1,-1,0,3,0
1500,25,1,2,1,0,913,1,0,0,7,5,113,4,-1,0,3,0
1501,48,4,0,1,0,1598,1,0,2,29,8,84,1,-1,0,3,0
1502,69,5,1,3,0,426,0,0,1,9,7,225,1,90,1,2,1
1503,50,3,1,0,0,0,0,0,2,20,6,179,2,-1,0,3,0
1504,32,9,2,2,0,5514,0,0,0,22,0,319,1,182,1,2,1
1505,54,4,0,2,0,7010,0,0,0,11,7,275,2,-1,0,3,0
1506,45,10,0,0,0,757,0,0,0,20,0,103,1,325,4,0,0
1507,52,1,1,0,0,36,0,0,0,13,1,109,2,-1,0,3,0
1508,27,6,2,1,0,49,1,0,0,30,4,208,2,-1,0,3,0
1509,44,0,0,1,0,432,0,0,0,9,3,132,3,-1,0,3,0
1510,39,0,0,1,0,83,1,0,0,30,5,69,6,-1,0,3,0
1511,26,7,2,1,0,512,1,1,0,30,4,206,5,239,3,0,0
1512,35,4,0,2,0,649,0,0,0,16,0,177,1,-1,0,3,0
1513,42,1,1,0,0,2519,1,0,2,15,8,262,4,-1,0,3,0
1514,35,1,0,0,0,-587,1,0,2,26,8,111,1,-1,0,3,0
1515,44,9,0,1,0,0,0,0,0,28,5,264,5,-1,0,3,0
1516,26,10,2,1,0,1064,0,0,2,31,8,113,1,-1,0,3,0
1517,51,2,1,2,0,3921,1,0,0,5,8,168,1,-1,0,3,0
1518,49,4,0,2,0,1405,0,0,2,8,6,29,1,-1,0,3,0
1519,47,9,1,1,0,72,0,0,2,29,8,278,1,-1,0,3,0
1520,29,10,2,1,0,486,0,0,1,30,0,95,1,-1,0,3,0
1521,52,7,1,1,0,657,0,0,1,7,5,398,2,460,2,0,1
1522,35,2,2,2,0,145,1,0,0,18,5,799,2,-1,0,3,1
1523,42,1,1,0,0,260,1,0,1,31,5,175,2,-1,0,3,0
1524,53,9,1,1,0,4541,1,0,2,15,8,190,6,-1,0,3,0
1525,51,5,0,1,0,343,1,0,2,30,8,78,2,-1,0,3,0
1526,46,1,1,0,0,665,0,0,0,30,4,89,4,235,2,0,0
1527,34,0,1,1,0,2374,1,0,0,9,9,161,1,209,2,0,1
1528,49,1,1,0,0,937,1,0,2,12,6,66,1,-1,0,3,0
1529,44,4,2,2,0,1424,1,0,0,8,1,201,2,-1,0,3,0
1530,55,1,1,1,0,1011,1,0,0,12,1,112,2,-1,0,3,0
1531,42,9,1,1,0,1048,1,0,1,6,3,23,2,-1,0,3,0
1532,35,9,1,1,0,2189,0,0,0,19,9,256,3,-1,0,3,0
1533,55,4,0,2,0,-612,0,0,0,26,1,131,2,-1,0,3,0
1534,43,1,0,0,0,328,0,1,0,8,5,192,1,-1,0,3,0
1535,34,7,1,1,0,-315,1,0,2,8,8,56,2,-1,0,3,0
1536,39,4,0,2,0,1315,1,0,0,19,9,1337,4,126,1,0,0
1537,32,4,1,2,0,1390,0,0,0,7,1,116,2,-1,0,3,0
1538,57,5,1,1,0,1044,0,0,1,11,4,585,1,192,2,2,1
1539,46,3,1,0,0,19,1,0,1,21,5,171,1,-1,0,3,0
1540,31,1,1,1,0,79,1,1,0,23,5,235,11,-1,0,3,0
1541,41,7,0,1,0,787,1,0,0,8,8,297,2,-1,0,3,0
1542,55,1,1,0,0,3873,0,0,1,21,0,222,1,-1,0,3,0
1543,32,9,2,1,0,29,0,0,0,19,1,156,2,-1,0,3,0
1544,28,9,2,2,0,183,1,1,2,28,8,62,2,-1,0,3,0
1545,61,4,1,2,0,997,0,0,0,10,7,106,1,-1,0,3,1
1546,32,7,1,1,0,162,1,0,2,14,8,297,2,-1,0,3,0
1547,30,4,1,2,0,102,1,0,0,5,0,470,7,426,3,1,1
1548,29,1,2,1,0,482,0,1,0,10,5,1097,3,-1,0,3,1
1549,38,8,2,2,0,807,0,0,0,27,3,74,2,-1,0,3,0
1550,25,1,1,1,0,-76,1,0,2,12,8,241,3,-1,0,3,0
1551,51,0,1,1,0,2967,0,0,2,17,6,83,2,-1,0,3,0
1552,34,9,2,1,0,943,0,0,0,29,1,96,4,-1,0,3,0
1553,34,2,1,1,0,4659,1,0,2,30,1,28,1,-1,0,3,0
1554,46,6,1,2,0,137,1,1,2,5,8,246,1,-1,0,3,0
1555,36,4,0,2,0,5195,1,0,2,2,6,55,25,-1,0,3,0
1556,42,6,1,2,0,753,0,0,2,17,6,31,1,-1,0,3,0
1557,32,9,2,1,0,6402,1,0,0,6,8,158,1,167,1,2,0
1558,47,0,0,1,0,225,0,0,0,28,1,1126,4,-1,0,3,1
1559,36,2,1,0,0,177,1,0,2,12,8,63,5,-1,0,3,0
1560,58,0,1,1,0,1142,0,0,1,4,3,82,3,-1,0,3,0
1561,55,5,1,1,0,159,0,0,0,28,1,159,1,-1,0,3,0
1562,38,5,2,3,0,62,0,0,2,19,6,212,1,-1,0,3,0
1563,27,7,2,1,0,795,0,0,0,6,3,101,3,-1,0,3,0
1564,27,8,2,2,0,118,0,0,0,25,8,112,1,-1,0,3,0
1565,54,9,0,1,0,1114,1,0,0,30,4,81,1,-1,0,3,0
1566,42,4,0,2,0,0,0,0,2,20,6,85,2,-1,0,3,0
1567,59,5,1,1,0,1173,0,0,2,9,6,77,2,-1,0,3,0
1568,30,1,1,1,0,6,1,0,0,28,4,241,3,-1,0,3,0
1569,25,8,1,2,0,0,1,0,0,9,5,160,1,-1,0,3,0
1570,30,4,2,2,0,329,1,0,2,6,6,122,16,-1,0,3,0
1571,33,1,2,0,0,1,1,0,0,20,0,257,1,-1,0,3,0
1572,42,4,2,1,0,9720,0,0,0,5,1,81,2,-1,0,3,0
1573,59,5,1,0,0,0,0,0,0,5,6,493,2,-1,0,3,1
1574,38,1,1,0,0,2569,0,0,2,9,6,172,1,-1,0,3,0
1575,22,8,2,1,0,246,1,0,1,12,8,25,1,-1,0,3,0
1576,44,4,2,2,0,1206,0,0,0,9,5,160,2,-1,0,3,0
1577,41,6,1,2,0,231,0,0,0,7,1,352,2,-1,0,3,1
1578,32,1,1,1,0,-32,1,0,0,12,8,145,1,-1,0,3,0
1579,29,0,1,1,0,22171,1,0,0,18,8,44,1,355,3,0,0
1580,30,1,2,1,1,239,1,0,2,21,8,412,1,-1,0,3,1
1581,45,0,1,1,0,248,0,0,0,16,5,212,2,-1,0,3,0
1582,34,4,1,2,0,415,0,1,0,23,5,361,2,-1,0,3,0
1583,48,0,1,1,0,191,1,0,0,5,3,238,3,-1,0,3,0
1584,43,10,1,0,0,960,1,1,2,15,8,241,2,-1,0,3,0
1585,28,9,2,1,0,1453,1,0,0,12,8,246,1,343,1,1,0
1586,37,1,1,3,0,897,1,0,0,13,0,119,2,280,2,0,0
1587,57,1,1,0,0,23,1,0,1,31,5,25,8,-1,0,3,0
1588,57,9,1,1,0,839,0,1,2,5,8,225,1,-1,0,3,0
1589,40,7,1,1,0,0,0,0,2,12,6,543,2,-1,0,3,0
1590,46,0,1,1,0,-121,1,1,0,8,5,214,4,-1,0,3,0
1591,36,4,1,2,0,495,0,0,0,5,1,157,3,97,2,2,1
1592,59,6,1,2,0,185,0,0,0,22,6,177,5,138,1,0,0
1593,47,2,1,0,0,668,0,0,0,12,8,908,1,-1,0,3,0
1594,46,4,1,2,0,1375,1,0,0,17,9,308,3,-1,0,3,0
1595,40,0,2,1,0,-1,0,0,0,7,5,173,1,-1,0,3,0
1596,33,1,1,1,0,-346,1,1,2,23,8,29,3,-1,0,3,0
1597,45,2,1,2,0,0,1,0,0,29,5,100,3,-1,0,3,0
1598,43,11,2,3,0,181,0,0,1,28,4,41,1,-1,0,3,0
1599,57,0,1,1,0,-967,1,0,1,15,8,8,7,-1,0,3,0
1600,28,1,2,1,0,0,1,0,2,28,8,386,1,-1,0,3,0
1601,48,4,1,1,0,2294,1,0,2,26,8,251,11,-1,0,3,0
1602,31,1,1,1,0,1664,1,0,0,20,0,158,1,182,1,2,0
1603,37,6,1,1,0,215,1,0,2,6,6,61,1,-1,0,3,0
1604,32,9,1,2,0,-1053,1,0,0,21,5,357,3,-1,0,3,0
1605,58,1,0,1,0,314,0,0,2,25,6,67,2,-1,0,3,0
1606,41,4,1,2,0,3872,0,0,0,15,10,231,1,-1,0,3,0
1607,33,4,1,2,0,641,1,0,0,13,1,347,2,-1,0,3,0
1608,55,1,1,0,0,145,0,0,1,2,3,59,3,5,2,1,0
1609,31,1,1,0,0,99,1,0,0,17,0,193,2,322,1,1,0
1610,57,5,1,1,1,32,1,0,0,15,8,476,3,-1,0,3,0
1611,59,1,1,1,0,0,1,0,2,5,8,226,1,-1,0,3,0
1612,34,1,1,1,0,1412,1,1,2,27,8,157,2,-1,0,3,0
1613,63,5,1,0,0,1084,0,0,0,14,10,201,1,183,1,2,0
1614,24,9,1,1,0,556,1,0,0,18,1,460,2,-1,0,3,1
1615,51,3,0,1,0,9228,0,0,0,18,5,655,4,-1,0,3,1
1616,46,1,0,0,0,1712,0,0,2,19,6,110,1,-1,0,3,0
1617,39,4,2,2,1,-401,1,0,0,19,1,274,4,-1,0,3,0
1618,37,7,2,1,0,608,0,0,0,14,8,380,3,-1,0,3,0
1619,28,8,2,1,0,11555,0,0,0,8,0,125,2,-1,0,3,0
1620,29,1,2,0,0,950,1,0,2,4,6,135,3,-1,0,3,0
1621,34,7,1,1,0,0,0,1,2,2,5,193,4,-1,0,3,0
1622,31,0,1,1,0,0,1,1,0,18,9,79,3,-1,0,3,0
1623,26,4,0,2,1,-402,0,1,2,12,8,127,2,-1,0,3,0
1624,28,1,1,1,0,131,1,0,2,12,8,147,5,-1,0,3,0
1625,40,4,1,2,0,7780,0,0,1,4,8,364,1,355,1,1,0
1626,58,4,1,2,0,172,0,0,0,19,1,145,7,-1,0,3,0
1627,45,0,1,1,0,0,0,0,0,19,1,145,10,-1,0,3,0
1628,35,0,1,1,1,0,0,1,2,4,5,105,3,-1,0,3,0
1629,54,4,0,2,0,1295,1,0,0,21,5,179,10,-1,0,3,0
1630,29,7,2,1,0,192,0,0,0,30,4,327,4,-1,0,3,0
1631,61,4,1,1,0,985,0,0,0,18,1,998,6,-1,0,3,1
1632,50,1,1,1,0,181,1,0,0,17,0,599,2,-1,0,3,0
1633,28,1,2,1,0,43,0,0,2,19,8,190,1,-1,0,3,0
1634,35,1,0,1,0,0,1,0,2,8,8,477,1,-1,0,3,0
1635,40,0,2,1,0,100,1,0,0,11,1,221,1,461,1,2,1
1636,31,0,2,1,0,144,1,0,2,4,5,43,11,-1,0,3,0
1637,49,1,1,1,0,-454,1,0,0,14,8,558,1,-1,0,3,1
1638,23,0,2,1,0,5,0,0,2,12,8,413,1,-1,0,3,0
1639,28,0,2,1,0,775,0,0,0,29,4,603,2,-1,0,3,0
1640,45,1,1,1,0,776,1,0,0,6,3,232,4,253,1,0,0
1641,52,2,1,1,0,0,0,0,0,7,1,82,2,-1,0,3,0
1642,45,1,1,1,0,4365,0,1,0,9,3,45,2,-1,0,3,0
1643,40,4,2,1,0,192,1,0,2,16,8,71,11,-1,0,3,0
1644,36,7,1,1,0,1746,1,0,0,7,0,15,1,316,1,0,0
1645,57,6,1,1,0,35,0,1,2,26,6,215,3,-1,0,3,0
1646,50,4,2,0,0,766,0,0,2,17,6,174,2,-1,0,3,0
1647,36,4,2,2,0,3343,0,0,0,18,9,307,1,-1,0,3,0
1648,47,7,2,3,0,1784,0,0,0,19,10,385,2,-1,0,3,1
1649,58,4,1,0,0,320,1,0,2,30,8,171,2,-1,0,3,0
1650,40,4,1,2,0,10786,0,0,2,20,6,111,3,-1,0,3,0
1651,47,3,1,1,0,3940,1,0,0,9,9,171,2,96,5,2,0
1652,39,1,1,0,0,111,0,0,0,18,9,201,2,-1,0,3,0
1653,36,7,1,1,0,-302,1,0,0,13,8,36,2,-1,0,3,0
1654,43,10,1,1,0,3529,0,0,0,5,3,169,2,-1,0,3,0
1655,30,9,2,2,0,236,1,0,2,16,8,197,1,-1,0,3,0
1656,39,7,1,1,0,0,1,0,2,20,8,793,2,-1,0,3,0
1657,50,1,1,1,0,283,1,0,0,7,1,226,3,-1,0,3,0
1658,43,9,1,1,0,3285,1,0,2,13,8,1721,2,-1,0,3,1
1659,75,5,1,1,0,26452,0,0,1,15,5,219,2,-1,0,3,0
1660,39,2,1,2,0,2,1,0,0,17,9,180,1,-1,0,3,0
1661,37,9,2,1,0,5436,1,0,0,6,8,7,11,351,1,0,0
1662,31,4,1,2,0,13,0,0,0,28,1,110,5,-1,0,3,0
1663,48,9,1,3,0,5543,0,0,2,16,6,143,5,-1,0,3,0
1664,25,8,2,3,0,10788,0,0,0,23,2,102,2,210,2,1,0
1665,45,0,1,1,0,-547,1,0,2,3,6,214,2,-1,0,3,0
1666,39,4,2,2,0,816,1,0,0,27,1,37,3,-1,0,3,0
1667,44,9,0,1,0,316,1,0,0,21,5,163,3,-1,0,3,0
1668,42,0,1,3,0,642,1,1,2,16,8,509,2,-1,0,3,0
1669,31,4,1,1,0,625,1,0,0,7,0,424,1,138,1,0,0
1670,51,6,0,1,0,1291,1,0,2,3,6,51,2,-1,0,3,0
1671,52,7,1,0,0,14,0,1,0,28,5,55,5,-1,0,3,0
1672,34,4,1,2,0,0,1,0,0,7,1,262,1,99,2,2,1
1673,34,9,1,2,0,1611,1,0,0,11,8,490,2,-1,0,3,0
1674,46,4,0,2,0,25,0,0,2,26,8,103,2,-1,0,3,0
1675,45,0,1,1,0,194,0,0,0,31,5,517,4,-1,0,3,0
1676,35,0,1,1,0,786,0,1,0,25,5,322,1,-1,0,3,0
1677,40,4,1,2,0,8902,1,0,0,14,1,464,5,-1,0,3,0
1678,35,0,1,2,0,0,1,0,0,28,5,151,7,-1,0,3,0
1679,35,9,0,1,0,0,0,0,0,25,1,124,4,-1,0,3,0
1680,37,6,1,1,0,487,0,1,0,27,1,155,15,-1,0,3,0
1681,29,1,1,3,0,486,1,0,0,6,8,422,1,363,1,0,0
1682,37,4,2,2,0,9,0,0,0,26,1,484,2,-1,0,3,0
1683,27,7,1,1,0,0,1,0,0,23,5,198,13,-1,0,3,0
1684,32,1,1,1,0,759,1,0,0,9,0,317,5,-1,0,3,1
1685,35,1,1,0,0,46,0,0,0,8,5,338,3,-1,0,3,0
1686,42,1,1,0,0,2111,1,0,0,7,8,86,2,-1,0,3,0
1687,44,7,2,1,0,106,0,0,2,12,6,109,2,-1,0,3,0
1688,43,4,2,1,0,109,1,0,2,27,8,64,3,-1,0,3,0
1689,52,1,1,1,0,2087,1,0,0,31,1,267,1,474,1,0,1
1690,38,4,2,2,0,15030,1,0,0,13,8,167,1,174,7,1,0
1691,58,5,1,1,0,502,1,0,0,12,8,197,2,370,3,0,0
1692,33,4,2,2,0,0,0,0,0,19,1,53,4,-1,0,3,0
1693,33,9,2,1,0,2085,0,0,0,9,3,501,2,-1,0,3,1
1694,50,6,1,2,0,4012,0,0,0,19,9,690,3,-1,0,3,0
1695,51,1,1,0,0,-11,0,0,1,16,5,126,4,-1,0,3,0
1696,32,4,1,2,0,55,0,0,0,2,3,124,3,-1,0,3,0
1697,40,6,1,1,0,1516,1,1,2,23,8,373,1,-1,0,3,0
1698,50,3,1,0,0,395,1,0,2,15,8,419,2,-1,0,3,0
1699,50,7,2,0,0,148,1,0,2,7,8,198,2,-1,0,3,0
1700,33,9,2,2,0,137,0,0,0,25,1,88,4,-1,0,3,0
1701,50,11,1,3,0,558,0,0,0,9,5,464,1,683,6,0,1
1702,55,5,1,1,0,466,0,0,2,17,6,287,4,-1,0,3,0
1703,34,4,1,1,0,1007,1,0,0,21,5,240,2,-1,0,3,0
1704,44,3,1,0,0,3706,0,0,2,17,6,209,3,-1,0,3,0
1705,42,9,2,1,0,0,1,0,2,7,8,275,4,-1,0,3,0
1706,31,9,1,1,0,660,0,0,0,22,6,115,1,-1,0,3,0
1707,60,5,1,1,0,197,0,0,0,7,10,1386,1,-1,0,3,0
1708,41,7,1,1,0,171,0,0,0,21,5,71,9,-1,0,3,0
1709,36,4,1,2,0,27359,1,0,2,3,6,71,2,-1,0,3,0
1710,36,9,0,1,0,5957,1,0,0,18,9,138,2,-1,0,3,0
1711,26,0,2,1,0,321,1,0,0,22,5,242,7,-1,0,3,0
1712,51,1,0,1,0,1069,1,0,2,30,8,247,2,-1,0,3,0
1713,72,5,1,0,0,763,0,0,0,24,0,384,2,-1,0,3,1
1714,39,9,2,2,0,1190,0,0,0,8,1,136,1,-1,0,3,0
1715,57,4,1,2,0,1341,1,0,2,8,8,339,2,-1,0,3,0
1716,49,7,1,1,0,66,1,1,0,21,9,59,4,-1,0,3,0
1717,31,1,1,0,0,2,1,1,0,10,5,112,1,-1,0,3,0
1718,40,4,2,2,0,0,1,0,0,23,3,228,2,182,6,0,1
1719,42,9,0,1,0,248,0,0,0,19,1,163,4,-1,0,3,0
1720,56,6,1,1,0,784,0,1,0,30,5,149,2,-1,0,3,0
1721,42,3,1,0,0,145,0,0,0,20,1,252,2,-1,0,3,0
1722,42,9,1,1,0,613,1,0,0,11,8,432,2,-1,0,3,0
